1000
01732244	422
01727646	423
09989290	424
10787470	425
13044149	426
11592146	427
04105893	428
04546855	429
02423589	430
02423022	431
10421470	432
06055300	433
05681117	434
05768553	435
01672607	436
00485711	437
01239619	438
01236164	439
05718935	440
05718254	441
08913434	442
08919241	443
02677097	444
13793504	445
03399047	446
04161358	447
10129825	448
15147330	449
11766609	450
11769483	451
00263231	452
13894434	453
01725712	454
01256332	455
00024814	456
00401783	457
11439031	458
11429968	459
02317970	460
01150467	461
00340192	462
02049696	463
00900070	464
00899927	465
15256915	466
15255641	467
10426454	468
10264437	469
00200397	470
10513120	471
09773962	472
00976653	473
10986437	474
09765278	475
02480923	476
04811126	477
04631298	478
00024264	479
00318035	480
00317207	481
09887034	482
00637259	483
00040928	484
03714235	485
00588221	486
00532892	487
04490091	488
04294614	489
00772026	490
00770270	491
06142412	492
06142118	493
09257949	494
01207951	495
00260648	496
00266806	497
10408552	498
10547145	499
02431976	500
02430045	501
06663940	502
06652242	503
00589624	504
07538965	505
04713428	506
02657219	507
00134099	508
01414088	509
11412993	510
06148148	511
01524885	512
01591490	513
07248653	514
02302817	515
12574727	516
12574866	517
09407043	518
00025654	519
00387897	520
00651759	521
00650353	522
06449735	523
06544142	524
05042871	525
02523275	526
07206887	527
06163751	528
02475261	529
00803325	530
11813830	531
11573660	532
00523436	533
04951186	534
01309991	535
04880830	536
14554853	537
14552802	538
02609203	539
02608347	540
01396170	541
01388130	542
04755218	543
04754862	544
09043052	545
09330913	546
00577068	547
01525666	548
09911570	549
01037303	550
04780605	551
01627965	552
00935940	553
10029269	554
04039848	555
04564413	556
06738281	557
06672752	558
06672297	559
08570758	560
08571275	561
11192067	562
09974648	563
11658104	564
11658331	565
08511970	566
02337699	567
02644035	568
01259034	569
02612982	570
02613181	571
11838413	572
11672400	573
05943300	574
02858231	575
01245490	576
15042542	577
00678282	578
01144355	579
01566888	580
01569713	581
11700401	582
11700676	583
10434725	584
01641914	585
01835496	586
00781000	587
00653449	588
05779116	589
05284132	590
05546040	591
11033358	592
10020890	593
02569130	594
04890112	595
11735822	596
11735977	597
02401661	598
00461402	599
01785392	600
01785532	601
13071029	602
01026975	603
00798245	604
00763399	605
07177924	606
09632518	607
00007846	608
13194572	609
11545714	610
02726305	611
03546340	612
09826821	613
10024119	614
00618682	615
05840188	616
08949093	617
08951957	618
09917214	619
12495509	620
09444100	621
09239740	622
01029114	623
00860620	624
00503982	625
00889831	626
07527817	627
01813668	628
10407552	629
10770059	630
00375071	631
00236999	632
01047937	633
00168588	634
01822423	635
01825009	636
08766988	637
07491591	638
06373747	639
02526934	640
12335664	641
12334891	642
00042757	643
01848718	644
02744977	645
00795785	646
02037090	647
13889602	648
02562315	649
02554730	650
07543288	651
01775164	652
07143624	653
00876665	654
07295047	655
00344174	656
07335917	657
00421691	658
02747667	659
00549106	660
05698791	661
00687926	662
15152261	663
01471954	664
01027662	665
15253139	666
00935827	667
00933821	668
00734587	669
00734054	670
13230662	671
03739327	672
03828465	673
12739072	674
08207672	675
08207209	676
10180178	677
10389398	678
02367678	679
07075172	680
07907037	681
01922576	682
01921964	683
02531422	684
01076793	685
09050244	686
09071690	687
08160276	688
02650840	689
12868248	690
01949330	691
01939598	692
06633692	693
06628861	694
08849372	695
02628647	696
02627934	697
08771116	698
09977520	699
10533983	700
02760658	701
02760429	702
04097256	703
03720163	704
01497736	705
06607339	706
10034201	707
01171183	708
00583523	709
00583242	710
02596067	711
02594250	712
05467054	713
05467432	714
01650509	715
01626600	716
05762258	717
00634090	718
00013858	719
00010435	720
04981139	721
04983122	722
09800964	723
10372373	724
03177165	725
03113152	726
02547586	727
01207609	728
08541130	729
08592656	730
05564590	731
05566919	732
14031523	733
00406243	734
09340452	735
09208496	736
04567222	737
08590172	738
08397255	739
08965598	740
08698379	741
09482131	742
09411430	743
01626138	744
01014731	745
00818466	746
09614684	747
02926288	748
04412901	749
10703336	750
02267975	751
02268148	752
01950502	753
01950798	754
08415272	755
08414119	756
00522145	757
00521562	758
01697406	759
10325774	760
00744916	761
04709253	762
13464204	763
00208497	764
00597385	765
05641959	766
00390906	767
00220276	768
07555647	769
07555014	770
00282050	771
01992503	772
08017974	773
00759694	774
06883073	775
06882561	776
09623038	777
08381436	778
00820721	779
00817680	780
10404550	781
01037650	782
00654234	783
00981830	784
08860123	785
13753067	786
12715569	787
12716166	788
10495555	789
02245555	790
10437852	791
10266848	792
00066191	793
07014752	794
01999218	795
06156346	796
00833870	797
00831191	798
09209263	799
08858248	800
00507143	801
07643306	802
00371955	803
00212414	804
00182269	805
02902250	806
10498816	807
01076370	808
01171644	809
01146918	810
09403581	811
02507736	812
14406573	813
05713737	814
02123672	815
09421191	816
03076411	817
02506361	818
07520612	819
00267041	820
14577469	821
01904293	822
00442115	823
01477184	824
13169674	825
13184492	826
09546280	827
15259284	828
02012344	829
10724699	830
03478589	831
03764276	832
02023107	833
08307589	834
09968549	835
09620078	836
09206985	837
03259505	838
02821627	839
08792548	840
08794798	841
10334957	842
02491383	843
02490877	844
00189257	845
13610162	846
02221240	847
02221414	848
00417413	849
02422685	850
02393086	851
02392878	852
13955461	853
13954818	854
01370590	855
02035337	856
02372251	857
02372397	858
00399368	859
06090869	860
02944327	861
06054892	862
01896295	863
01708676	864
02148788	865
02137132	866
03661340	867
04453910	868
05826291	869
00664788	870
00204391	871
00203866	872
09808080	873
10016103	874
01229071	875
03194992	876
00003553	877
01462005	878
02269894	879
00945916	880
03997484	881
02597173	882
01432517	883
07546465	884
07480068	885
15243730	886
15248020	887
05062748	888
04916342	889
11845387	890
11845557	891
01967373	892
01970826	893
13233012	894
13239471	895
00745005	896
05653575	897
05652926	898
12188635	899
12188289	900
12911440	901
07734555	902
01408153	903
01405044	904
00467717	905
13617952	906
12623524	907
11077195	908
09767700	909
05821486	910
02712443	911
08208016	912
05904135	913
08441203	914
09100394	915
08633957	916
01945845	917
01942177	918
06277280	919
06278136	920
14561618	921
00092293	922
10719395	923
00135311	924
01229976	925
10548227	926
00590518	927
01822602	928
01503061	929
04907575	930
04907269	931
00580865	932
01870867	933
00329031	934
12334293	935
03760671	936
03709206	937
00514871	938
02446651	939
11893808	940
03319745	941
04065464	942
01033527	943
02629793	944
15279596	945
15279104	946
14449405	947
02297409	948
11413263	949
10462860	950
10480253	951
01309109	952
00973077	953
10830456	954
10423589	955
00787832	956
00786195	957
03839993	958
04341686	959
04728376	960
02341266	961
00878348	962
00788821	963
12609638	964
11555413	965
02335828	966
05112609	967
01157557	968
01158190	969
01211339	970
02554922	971
04735233	972
02504131	973
06844903	974
06841365	975
02991302	976
02685299	977
04829282	978
04828925	979
10047459	980
07508806	981
14379829	982
01925372	983
01665836	984
00243918	985
02489363	986
02488834	987
02368280	988
02368399	989
13723712	990
13718451	991
04404412	992
00029378	993
00023100	994
01912272	995
01913035	996
10375506	997
10376523	998
01837744	999
